	price	sector	street	city	type	room	suite	park	m2
10710	1.000.000	SETOR OESTE	RUA 1	Goiania GO	APARTAMENTO	4	2	4	303
10711	330.000	VILA MARIA JOSÉ	AV SAO JOAO	Goiania GO	APARTAMENTO	3	3	1	77
10712	200.000	PQ AMAZONIA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	2	1	1	57
10714	471.000	RESID ELDORADO	AV RAVENA	Goiania GO	APARTAMENTO	3	3	2	127
10716	480.000	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	3	2	108
10718	360.000	JD GOIAS	RUA 54	Goiania GO	APARTAMENTO	3	1	1	75
10720	215.000	VILA ROSA	RUA ALAOR MENDONCA	Goiania GO	APARTAMENTO	2	1	1	57
10722	2.300.000	SETOR JAO	AVENIDA BELO HORIZONTE	Goiania GO	CASA	4	4	6	463
10724	1.950.000	JD GOIAS	RUA 15	Goiania GO	APARTAMENTO	4	4	3	271
10725	1.300.000	SETOR MARISTA	RUA 135	Goiania GO	APARTAMENTO	4	4	3	214
10726	590.000	JD GOIAS	RUA 56	Goiania GO	APARTAMENTO	3	3	2	118
10728	460.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	2	134
10729	370.000	JD GOIAS	RUA 52	Goiania GO	APARTAMENTO	2	1	1	78
10733	147.000	FORTEVILLE	R FV 32	Goiania GO	CASA	2	1	2	64
10735	1.500.000	JDS MADRI	AVENIDA PUERTA DEL SOL	Goiania GO	CASA DE CONDOMÍNIO	5	5	4	500
10736	250.000	SETOR CAMPINAS	AVENIDA SERGIPE	Goiania GO	APARTAMENTO	2	1	1	68
10737	366.000	PQ AMAZONIA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	2	2	88
10738	320.000	ALTO DA GLORIA	AV SAO JOAO	Goiania GO	APARTAMENTO	2	1	1	67
10741	495.000	JD GOIAS	RUA 70	Goiania GO	APARTAMENTO	3	2	2	100
10743	2.200.000	JDS VERONA	R AVENCAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	3	400
10744	610.000	SETOR BUENO	RUA T 48	Goiania GO	APARTAMENTO	3	3	2	117
10745	310.000	VL ITATIAIA	RUA R 2	Goiania GO	CASA	3	1	4	135
10746	285.000	SETOR BUENO	AVENIDA T 4	Goiania GO	APARTAMENTO	3	1	1	85
10747	212.700	RESID ELDORADO	AVENIDA NAPOLI	Goiania GO	APARTAMENTO	2	1	1	63
10748	185.000	JD PETROPOLIS	AVENIDA TUPINAMBAS	Goiania GO	CASA DE CONDOMÍNIO	3	1	1	84
10749	290.000	JARDIM NOVO MUNDO	AVENIDA NEW YORK	Goiania GO	CASA DE CONDOMÍNIO	3	1	2	92
10753	155.000	RESID GOYAZ PARK	NO INFORMADO	Goiania GO	CASA	2	1	1	60
10755	1.260.854	SETOR MARISTA	RUA AMELIA ARTIAGA JARDIM	Goiania GO	APARTAMENTO	3	3	2	198
10756	3.350.000	ALPHAVILLE CRUZEIRO	RUA CAOBA	Goiania GO	CASA DE CONDOMÍNIO	4	3	6	470
10759	350.000	JD GOIAS	RUA 54	Goiania GO	APARTAMENTO	3	1	1	74
10763	380.000	ALTO DA GLORIA	AV SAO JOAO	Goiania GO	APARTAMENTO	4	1	2	100
10764	340.000	JARDIM ATLÂNTICO	RUA SOIA,DA	Goiania GO	CASA	3	1	2	160
10768	1.380.000	JD GOIAS	RUA 15	Goiania GO	APARTAMENTO	4	3	2	222
10769	280.000	SETOR GOIANIA 2	AVENIDA PEDRO PAULO DE SOUZA	Goiania GO	APARTAMENTO	3	1	2	79
10770	1.200.000	SETOR BUENO	R T 36	Goiania GO	APARTAMENTO	4	4	3	269
10771	395.000	SETOR CENTRAL	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	1	1	120
10774	250.000	RESID ELDORADO	AV RAVENA	Goiania GO	APARTAMENTO	3	2	2	77
10778	360.000	JARDIM ATLÂNTICO	RUA SOIA,DA	Goiania GO	CASA	3	2	2	160
10780	350.000	PQ AMAZONIA	AVENIDA SAO LUIZ	Goiania GO	APARTAMENTO	3	3	2	93
10784	1.025.600	JD GOIAS	RUA 13	Goiania GO	APARTAMENTO	4	4	3	228
10786	269.000	PQ AMAZONIA	RUA UIRAPURU	Goiania GO	APARTAMENTO	3	1	1	75
10788	410.000	SETOR BUENO	AVENIDA T- 36	Goiania GO	APARTAMENTO	3	3	2	103
10790	330.000	PQ AMAZONIA	RUA POCEMA	Goiania GO	APARTAMENTO	3	1	1	83
10793	178.900	SETOR FAICALVILLE	AVENIDA INDEPENDENCIA	Goiania GO	APARTAMENTO	2	1	1	62
10795	450.000	JD GOIAS	RUA 23	Goiania GO	APARTAMENTO	3	3	3	97
10796	1.050.000	LOTEAMENTO PORTAL DO SOL I	ALAMEDA CORREGO BURITI	Goiania GO	CASA DE CONDOMÍNIO	3	3	2	250
10798	780.000	LOT PORTAL DO SOL I	RUA SB 10	Goiania GO	CASA DE CONDOMÍNIO	4	2	4	260
10799	265.000	SETOR CAMPINAS	AVENIDA SERGIPE	Goiania GO	APARTAMENTO	2	1	1	68
10800	708.000	VILA ROSA	RUA JOSE SALUSTIANO	Goiania GO	APARTAMENTO	4	4	3	151
10803	350.000	SETOR OESTE	RUA T 47	Goiania GO	APARTAMENTO	3	1	2	104
10805	265.000	ALTO DA GLORIA	R FORTALEZA	Goiania GO	APARTAMENTO	3	1	1	75
10806	280.000	PQ AMAZONIA	AVENIDA ANTONIO FIDELIS	Goiania GO	APARTAMENTO	3	1	2	78
10807	196.000	SETOR NEGRAO DE LIMA	RUA 402	Goiania GO	APARTAMENTO	2	1	1	58
10808	325.000	SETOR BUENO	RUA T 51	Goiania GO	APARTAMENTO	2	1	1	67
10809	833.000	SETOR MARISTA	RUA 27	Goiania GO	APARTAMENTO	3	3	2	147
10810	490.000	PARK LOZANDES	AVENIDA PL 2	Goiania GO	APARTAMENTO	3	3	3	117
10812	270.000	JARDIM AMÉRICA	RUA C 229	Goiania GO	APARTAMENTO	3	1	2	88
10813	1.100.000	JDS MADRI	RUA MADRI 18	Goiania GO	CASA DE CONDOMÍNIO	3	3	4	250
10814	415.000	MOINHO DOS VENTOS	R MDV 7	Goiania GO	CASA	3	1	2	130
10816	264.960	JARDIM AMÉRICA	AVENIDA C 4	Goiania GO	APARTAMENTO	2	1	2	73
10818	162.500	PQ ATHENEU	RUA 12 UNID 101	Goiania GO	CASA DE CONDOMÍNIO	3	1	2	62
10819	350.000	VL UNIAO	RUA U 25	Goiania GO	CASA	2	1	3	197
10820	751.400	JD GOIAS	AVENIDA DEPUTADO JAMEL CECILIO	Goiania GO	APARTAMENTO	3	3	2	128
10822	304.960	SETOR BUENO	RUA T 51	Goiania GO	APARTAMENTO	2	1	1	65
10825	750.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	2	142
10827	340.000	SETOR BUENO	RUA T 33	Goiania GO	APARTAMENTO	2	1	1	70
10829	490.000	JD GOIAS	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	4	2	120
10830	1.300.000	LOTEAMENTO PORTAL DO SOL II	RUA SB 27	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	334
10831	424.000	ALICE BARBOSA	R ABADE 8	Goiania GO	CASA	4	4	3	276
10832	385.000	SETOR BUENO	RUA T 50	Goiania GO	APARTAMENTO	3	1	2	94
10833	174.668	PQ OESTE INDUSTRIAL	TRAVESSA GERANIO	Goiania GO	APARTAMENTO	2	1	1	55
10834	1.600.000	SETOR BUENO	PRACA T 25	Goiania GO	APARTAMENTO	4	2	2	280
10836	1.850.000	ALPHAVILLE FLAMBOYANT	RUA ITAJA	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	377
10837	690.000	JARDIM AMÉRICA	RUA C 146	Goiania GO	CASA	4	2	4	260
10838	1.490.000	ALPHAVILLE FLAMBOYANT RESID ARAGUAIA	R MAMORE	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	250
10840	257.600	JARDIM AMÉRICA	AVENIDA C 4	Goiania GO	APARTAMENTO	2	2	1	73
10841	5.000.000	ALPHAVILLE CRUZEIRO	RUA CORONA	Goiania GO	CASA DE CONDOMÍNIO	4	4	6	678
10842	350.000	JD VL BOA	RUA JOSE NEDDERMEYER	Goiania GO	CASA DE CONDOMÍNIO	3	3	2	119
10843	630.000	JD GOIAS	RUA 46	Goiania GO	APARTAMENTO	3	3	3	97
10844	175.000	RESID ELDORADO	AV NAPOLI	Goiania GO	APARTAMENTO	2	1	2	57
10845	1.150.000	JD GOIAS	AVENIDA H	Goiania GO	APARTAMENTO	4	4	3	183
10846	506.718	PARK LOZANDES	AVENIDA PL 3	Goiania GO	APARTAMENTO	3	3	2	105
10849	200.000	RESID RECANTO DO BOSQUE	AVENIDA GOIAS	Goiania GO	CASA	3	1	2	100
10851	135.000	CAMPOS DOURADOS	R CONGONHAS	Goiania GO	CASA	2	1	2	75
10853	209.000	JD BOM JESUS	RUA CEL DIOLINDO DOS SANTOS FREIRE	Goiania GO	APARTAMENTO	2	1	1	67
10856	180.000	MOINHO DOS VENTOS	R MDV 6	Goiania GO	CASA	2	1	1	80
10857	460.000	SETOR BUENO	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	3	105
10858	450.000	JD GOIAS	RUA 53	Goiania GO	APARTAMENTO	3	3	2	91
10859	280.000	SETOR SUDOESTE	RUA C 84 QUADRA 159 LOTE 12	Goiania GO	APARTAMENTO	3	1	2	98
10860	295.000	SETOR PEDRO LUDOVICO	AVENIDA T 13	Goiania GO	APARTAMENTO	2	2	1	69
10861	323.533	JARDIM AMÉRICA	AVENIDA C 4	Goiania GO	APARTAMENTO	3	3	2	89
10863	430.000	PQ AMAZONIA	RUA LUZILANDIA	Goiania GO	CASA	4	3	2	200
10864	185.000	SETOR MORADA DO SOL	RUA CAZUZA	Goiania GO	CASA	3	1	2	80
10868	350.000	SETOR BUENO	AV. T-14	Goiania GO	APARTAMENTO	3	1	2	77
10869	3.000.000	RESID ALPHAVILLE FLAMBOYANT	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	640
10871	1.280.000	JDS VALENCIA	R IPES,DOS	Goiania GO	CASA DE CONDOMÍNIO	3	3	2	294
10872	1.594.338	JD GOIAS	RUA 13	Goiania GO	APARTAMENTO	4	4	3	242
10873	540.000	JD GOIAS	RUA 56	Goiania GO	APARTAMENTO	3	3	2	118
10874	800.000	SETOR BUENO	RUA T 49	Goiania GO	APARTAMENTO	4	3	3	169
10877	2.100.000	JDS MILAO	R SERVICOS,DE	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	542
10879	440.000	RESID FLAMINGO	AVENIDA MARIA GONCALVES DE ARAUJO	Goiania GO	CASA	3	3	4	220
10880	550.000	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	2	2	89
10881	742.514	JD GOIAS	RUA 56	Goiania GO	APARTAMENTO	3	3	2	128
10882	1.190.000	SETOR BUENO	AV T 5	Goiania GO	APARTAMENTO	4	4	3	189
10884	210.000	CONDOMINIO DAS ESMERALDAS	RUA 70	Goiania GO	CASA	3	1	3	99
10889	1.625.000	SETOR BUENO	RUA T 53	Goiania GO	APARTAMENTO	4	4	3	260
10891	300.000	RESID VILLAGE STA RITA III	RUA SRM 9 QD. 18 LT. 28	Goiania GO	CASA DE CONDOMÍNIO	3	1	2	100
10893	350.000	SETOR OESTE	RUA 7	Goiania GO	APARTAMENTO	3	1	1	109
10894	765.000	SETOR BUENO	R T 37	Goiania GO	APARTAMENTO	5	1	2	274
10895	182.000	JD NOVA ESPERANCA	RUA 9 DE JULHO	Goiania GO	APARTAMENTO	2	1	1	62
10896	821.000	SETOR BUENO	RUA T 27	Goiania GO	APARTAMENTO	3	3	3	153
10897	1.490.000	JDS VERONA	R EUGENIAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	350
10900	1.600.000	LOTEAMENTO PORTAL DO SOL I	ALAMEDA CORREGO BURITI	Goiania GO	CASA DE CONDOMÍNIO	3	3	3	354
10903	255.000	JD VL POMPEIA	AVENIDA PRES KENNEDY	Goiania GO	CASA DE CONDOMÍNIO	3	1	2	75
10904	1.000.000	JARDIM AMÉRICA	RUA C 247	Goiania GO	CASA	4	3	2	418
10905	1.060.000	JD GOIAS	RUA 13	Goiania GO	APARTAMENTO	3	3	3	170
10906	600.000	SETOR BUENO	AVENIDA T 15	Goiania GO	APARTAMENTO	4	2	2	183
10907	370.000	GOIA 2	RUA GERANEOS,DOS	Goiania GO	CASA	3	2	3	150
10908	508.100	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	1	2	108
10909	800.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	4	3	145
10913	245.000	PQ AMAZONIA	RUA SALVADOR	Goiania GO	APARTAMENTO	3	1	2	75
10914	850.000	SETOR BUENO	RUA T 49	Goiania GO	APARTAMENTO	4	2	3	169
10916	230.000	RESID ELDORADO	AVENIDA ROMA	Goiania GO	APARTAMENTO	3	1	1	70
10917	169.000	VILA ALPES	RUA FLEMINGTON	Goiania GO	APARTAMENTO	2	1	1	64
10919	900.000	SETOR MARISTA	RUA MARIO BITAR	Goiania GO	APARTAMENTO	4	4	3	176
10921	193.000	SETOR BELA VISTA	RUA S 5	Goiania GO	APARTAMENTO	2	1	1	64
10922	270.000	VILA ROSA	RUA DESEM ELADIO AMORIM	Goiania GO	APARTAMENTO	3	1	1	74
10923	295.000	AEROVIARIO	AVENIDA 24 DE OUTUBRO	Goiania GO	APARTAMENTO	3	1	1	79
10924	869.960	SETOR MARISTA	RUA 145	Goiania GO	APARTAMENTO	3	3	2	158
10926	220.000	SETOR ESTRELA DALVA	AVENIDA OTAVIO LUCIO	Goiania GO	CASA	3	1	3	150
10928	600.000	SETOR OESTE	RUA 9 A	Goiania GO	APARTAMENTO	4	1	2	152
10930	182.000	PQ AMAZONIA	AVENIDA PADRE ORLANDO MORAIS	Goiania GO	APARTAMENTO	2	1	1	52
10934	250.000	JD GOIAS	AVENIDA FUED JOSE SEBBA	Goiania GO	APARTAMENTO	2	1	2	77
10935	350.000	SETOR LESTE VL NOVA	RUA 208	Goiania GO	APARTAMENTO	3	1	1	87
10937	1.290.000	SETOR MARISTA	VIELA 1141	Goiania GO	APARTAMENTO	4	4	3	221
10944	1.700.000	SETOR MARISTA	RUA 36	Goiania GO	APARTAMENTO	4	3	3	228
10945	310.000	AEROVIARIO	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	1	2	79
10946	480.000	SETOR OESTE	RUA 9 A	Goiania GO	APARTAMENTO	3	1	2	77
10948	320.000	VL ITATIAIA	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA	3	1	3	171
10950	195.000	SETOR LESTE UNIVERSITARIO	RUA 227 A	Goiania GO	APARTAMENTO	2	1	1	74
10951	375.000	PQ AMAZONIA	RUA UIRAPURU	Goiania GO	APARTAMENTO	3	1	2	80
10955	390.000	JD GOIAS	RUA 54	Goiania GO	APARTAMENTO	3	1	2	86
10956	530.000	JARDIM ATLÂNTICO	RUA C 175	Goiania GO	CASA	3	2	4	205
10957	830.000	SETOR BUENO	RUA T 49	Goiania GO	APARTAMENTO	4	2	3	167
10958	445.000	JARDIM ATLÂNTICO	AVENIDA COPACABANA	Goiania GO	APARTAMENTO	3	3	2	106
10959	361.509	SETOR BUENO	AVENIDA T 4	Goiania GO	APARTAMENTO	2	1	2	59
10960	799.990	SETOR NOVA SUICA	RUA C 250	Goiania GO	APARTAMENTO	4	3	3	154
10961	595.000	JD GOIAS	RUA 14	Goiania GO	APARTAMENTO	3	2	2	129
10962	380.000	SETOR PEDRO LUDOVICO	RUA 1037	Goiania GO	APARTAMENTO	3	1	2	110
10963	400.000	SETOR GOIANIA 2	RUA MURICI	Goiania GO	CASA	3	1	1	150
10964	320.000	SETOR BUENO	RUA T 28	Goiania GO	APARTAMENTO	3	1	2	75
10965	170.000	JD COLORADO	RUA SC 38	Goiania GO	CASA	2	1	1	84
10966	810.000	SETOR BELA VISTA	RUA S 6	Goiania GO	APARTAMENTO	3	1	2	188
10967	260.000	SETOR SUDOESTE	RUA C 55	Goiania GO	APARTAMENTO	3	3	2	80
10969	197.399	SETOR SUDOESTE	AVENIDA T 9	Goiania GO	APARTAMENTO	2	1	1	64
10970	510.000	CJ CASTELO BRANCO	AVENIDA PIO CORREIA	Goiania GO	CASA DE CONDOMÍNIO	3	1	3	131
10972	1.350.000	SETOR MARISTA	RUA 36	Goiania GO	APARTAMENTO	4	4	3	241
10977	550.000	SETOR BUENO	RUA T 48	Goiania GO	APARTAMENTO	3	3	2	108
10980	500.000	JARDIM ATLÂNTICO	RUA GUAJA,DO	Goiania GO	CASA	3	3	4	215
10982	1.850.000	ALPHAVILLE FLAMBOYANT	RUA ACAPU	Goiania GO	CASA DE CONDOMÍNIO	3	3	4	344
10984	200.000	SETOR BELA VISTA	RUA S 3	Goiania GO	APARTAMENTO	2	1	1	60
10985	550.000	VILLAGE VENEZA	AV RAVENA	Goiania GO	APARTAMENTO	3	3	2	127
10987	498.000	STA GENOVEVA	AVENIDA SAO FRANCISCO	Goiania GO	CASA DE CONDOMÍNIO	4	1	2	150
10990	285.000	SETOR BUENO	R T 37	Goiania GO	APARTAMENTO	2	1	1	70
10991	180.000	JARDIM ATLÂNTICO	RUA NITEROI	Goiania GO	APARTAMENTO	2	1	1	52
10993	660.000	SETOR BUENO	RUA T 59	Goiania GO	APARTAMENTO	3	3	2	146
10994	219.600	PQ AMAZONIA	RUA CANUMA	Goiania GO	APARTAMENTO	3	1	1	70
10997	155.000	SOLAR BOUGAINVILLE	RUA SB 6	Goiania GO	CASA	2	1	1	62
10998	1.200.000	JDS ATENAS	AV DIOGENES DOLIVAL SAMPAIO	Goiania GO	CASA DE CONDOMÍNIO	3	3	2	268
10999	650.000	SETOR BUENO	R T 37	Goiania GO	APARTAMENTO	4	2	2	221
11000	550.000	SETOR OESTE	RUA 8	Goiania GO	APARTAMENTO	3	3	3	145
11006	510.000	RECANTO DOS BURITIS	AV MARGINAL LESTE	Goiania GO	CASA	3	3	4	160
11007	280.000	RESID ELDORADO	AV RAVENA	Goiania GO	APARTAMENTO	3	3	2	80
11008	3.724.000	RESID ALDEIA DO VALE	ALAMEDA MANGUBAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	3	570
11009	200.000	PQ AMAZONIA	RUA MANAUS	Goiania GO	APARTAMENTO	2	1	1	65
11010	700.000	SETOR OESTE	PRACA MAES,DAS	Goiania GO	APARTAMENTO	3	3	2	125
11012	700.000	SETOR SUL	RUA 115 G	Goiania GO	CASA	5	4	4	290
11014	685.000	VILA MARIA JOSÉ	RUA CEL SERAFIM AGAPITO	Goiania GO	APARTAMENTO	3	3	2	105
11015	390.000	FAICALVILLE	ALAMEDA CASTRO ALVES	Goiania GO	CASA	3	1	4	240
11016	340.000	JD GOIAS	RUA 54	Goiania GO	APARTAMENTO	3	1	1	74
11020	290.000	RESID VALE DO ARAGUAIA	R JOSE MONTEIRO DA COSTA	Goiania GO	CASA	3	1	2	88
11021	1.130.000	SETOR MARISTA	RUA 135	Goiania GO	APARTAMENTO	3	3	3	179
11023	740.000	SETOR OESTE	RUA R 17	Goiania GO	APARTAMENTO	3	3	2	144
11025	260.000	PQ AMAZONIA	AVENIDA ANTONIO FIDELIS	Goiania GO	APARTAMENTO	3	1	1	77
11026	550.000	SETOR JAO	RUA J 72	Goiania GO	CASA	3	1	3	174
11028	250.000	VILA JARAGUÁ	RUA 19	Goiania GO	APARTAMENTO	3	1	1	72
11030	175.000	SETOR TRES MARIAS	R TORDESILHAS	Goiania GO	CASA	2	1	2	80
11032	1.036.000	SETOR OESTE	RUA 6	Goiania GO	APARTAMENTO	3	3	3	168
11033	490.000	SETOR OESTE	RUA 8	Goiania GO	APARTAMENTO	3	1	1	137
11036	740.000	SETOR MARISTA	RUA 145 E RUA 144, QUADRA 63, LOTE 13-20/23	Goiania GO	APARTAMENTO	3	3	3	140
11037	580.000	SETOR BUENO	RUA T 55	Goiania GO	FLAT	2	2	2	74
11040	720.000	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	3	2	142
11043	280.000	MOINHO DOS VENTOS	R MDV 42	Goiania GO	CASA	2	1	3	156
11046	160.000	SETOR ESTRELA DALVA	RUA 11	Goiania GO	CASA	2	1	2	80
11047	285.000	JARDIM AMÉRICA	RUA C 180	Goiania GO	APARTAMENTO	3	1	2	85
11049	1.400.000	SETOR MARISTA	RUA 148	Goiania GO	APARTAMENTO	4	4	3	242
11050	1.250.000	SETOR MARISTA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	3	185
11052	330.000	RESID PORTO SEGURO	RUA RPS 3	Goiania GO	CASA	3	1	2	130
11053	480.000	SETOR BUENO	RUA T 30	Goiania GO	APARTAMENTO	3	1	2	100
11054	738.500	SETOR BUENO	RUA T 30	Goiania GO	APARTAMENTO	3	3	2	132
11057	250.000	CH ANHANGUERA	R 2	Goiania GO	CASA DE CONDOMÍNIO	3	3	2	91
11058	389.000	SETOR BUENO	RUA T 33	Goiania GO	APARTAMENTO	2	2	1	70
11059	345.000	JD GOIAS	RUA 54	Goiania GO	APARTAMENTO	3	1	1	73
11060	230.000	SETOR PEDRO LUDOVICO	RUA 1040	Goiania GO	APARTAMENTO	3	1	1	79
11062	800.000	SETOR OESTE	RUA 9	Goiania GO	APARTAMENTO	4	3	2	228
11063	320.000	VILA ALPES	RUA A 20	Goiania GO	APARTAMENTO	3	1	2	82
11065	1.934.491	SETOR BUENO	RUA T 53	Goiania GO	APARTAMENTO	4	4	3	260
11067	180.000	PQ AMAZONIA	RUA MANAUS	Goiania GO	APARTAMENTO	2	1	1	54
11068	220.000	PQ AMAZONIA	RUA MANAUS	Goiania GO	APARTAMENTO	2	1	1	54
11070	189.000	PQ OESTE INDUSTRIAL	VERNIZ,DO	Goiania GO	APARTAMENTO	2	1	2	65
11073	1.000.000	PORTAL DO SOL	RUA SB 2	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	260
11074	136.000	CAMPOS DOURADOS	R DIAMANTINA	Goiania GO	CASA	2	1	2	65
11075	350.000	JARDIM ATLÂNTICO	RUA BADEJO,DO	Goiania GO	CASA	3	1	3	130
11076	260.000	VILA ROSA	RUA DESEM ELADIO AMORIM	Goiania GO	APARTAMENTO	3	1	2	75
11077	750.000	SETOR OESTE	RUA R 17	Goiania GO	APARTAMENTO	3	3	2	140
11079	980.000	SETOR BUENO	R T 37	Goiania GO	APARTAMENTO	4	4	2	240
11087	210.000	RESID SEVILHA	R SEVILHA	Goiania GO	CASA	3	1	2	90
11088	321.900	SETOR UNIVERSITÁRIO	RUA 259	Goiania GO	APARTAMENTO	2	1	1	60
11090	375.000	PQ AMAZONIA	RUA BEIJUACU	Goiania GO	APARTAMENTO	3	2	2	92
11092	950.000	SETOR BUENO	AVENIDA T 4	Goiania GO	APARTAMENTO	4	4	2	320
11094	257.000	JARDIM AMÉRICA	T  7	Goiania GO	APARTAMENTO	2	1	1	73
11095	490.000	JARDIM ATLÂNTICO	AVENIDA COPACABANA	Goiania GO	APARTAMENTO	3	1	2	96
11098	1.500.000	ALPHAVILLE FLAMBOYANT RESID ARAGUAIA	R PARNAIBA	Goiania GO	CASA DE CONDOMÍNIO	3	3	4	301
11099	285.000	ALTO DA GLORIA	R FORTALEZA	Goiania GO	APARTAMENTO	3	1	1	69
11100	260.000	SETOR CENTRAL	RUA 3	Goiania GO	APARTAMENTO	4	1	1	130
11102	360.000	RESID SONHO DOURADO	RUA BARBARA MARQUES CHAVEIRO	Goiania GO	CASA	3	1	5	200
11106	400.000	JD BELA VISTA	RUA DONA ADELAIDE	Goiania GO	CASA	4	3	4	203
11111	1.704.000	SETOR BUENO	PRACA T 23	Goiania GO	APARTAMENTO	4	4	3	238
11112	195.000	RESID BALNEARIO	AVENIDA COPACABANA	Goiania GO	CASA	3	1	1	89
11113	250.000	JARDIM BALNEÁRIO	AVENIDA ANTONIO PERILO	Goiania GO	CASA	3	1	3	160
11114	220.000	PQ AMAZONIA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	2	1	1	64
11115	320.000	JARDIM ATLÂNTICO	RUA SAVEU,DO	Goiania GO	CASA	3	2	2	123
11118	237.000	JARDIM AMÉRICA	AVENIDA C 4	Goiania GO	APARTAMENTO	2	1	1	65
11119	220.000	PQ AMAZONIA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	2	1	1	64
11122	280.000	VILA ALPES	AVENIDA ALPES,DOS	Goiania GO	APARTAMENTO	3	1	2	75
11124	550.000	JD ANA LUCIA	RUA DIAMANTINA	Goiania GO	CASA	4	2	3	312
11129	328.000	JARDIM AMÉRICA	AVENIDA C 4	Goiania GO	APARTAMENTO	3	3	2	90
11135	385.000	RESID ELDORADO	AV RAVENA	Goiania GO	APARTAMENTO	3	3	2	105
11136	315.000	VILA MARIA JOSÉ	RUA CEL ERNESTO GARCIA	Goiania GO	APARTAMENTO	2	1	2	65
11137	1.360.000	JDS VALENCIA	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	4	4	2	304
11139	600.000	SETOR BUENO	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	2	2	160
11143	5.380.000	RESID ALPHAVILLE FLAMBOYANT	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	630
11148	800.000	SETOR BUENO	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	2	153
11157	515.000	SETOR CASTELO BRANCO	AVENIDA CASCAVEL	Goiania GO	CASA DE CONDOMÍNIO	3	3	2	131
11158	300.000	CJ RESID ARUANA I	ALAMEDA RIO VERMELHO	Goiania GO	CASA	4	1	4	231
11168	900.000	SETOR BUENO	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	2	165
11171	212.305	SETOR NEGRAO DE LIMA	RUA 408	Goiania GO	APARTAMENTO	2	1	1	58
11173	715.000	SETOR BUENO	RUA T 27	Goiania GO	APARTAMENTO	3	3	2	153
11174	198.000	URIAS MAGALHAES	AVENIDA RIO BRANCO	Goiania GO	APARTAMENTO	3	1	1	79
11175	1.692.000	SETOR MARISTA	VIELA 1141	Goiania GO	APARTAMENTO	4	4	4	261
11176	330.000	SETOR BUENO	R T 36	Goiania GO	APARTAMENTO	3	3	1	113
11177	150.000	RESID STA FÉ	R CONCORDIA	Goiania GO	CASA	2	1	1	63
11178	180.000	VL DOS ALPES	AV. AFONSO PENA	Goiania GO	APARTAMENTO	3	1	1	75
11179	473.000	JARDIM ATLÂNTICO	AVENIDA COPACABANA	Goiania GO	APARTAMENTO	3	1	2	95
11181	450.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	2	2	2	89
11183	270.000	JARDIM AMÉRICA	RUA C 145	Goiania GO	APARTAMENTO	3	1	1	80
11184	440.000	SETOR NOVA SUICA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	2	2	93
11186	400.000	PQ AMAZONIA	AVENIDA SAO LUIZ	Goiania GO	APARTAMENTO	3	3	2	92
11187	550.000	JD PLANALTO	PRACA ITAPUA	Goiania GO	CASA	4	1	4	230
11188	140.000	FORTEVILLE	1	Goiania GO	CASA	2	1	1	80
11194	480.000	CID JARDIM	CIDADE JARDIM	Goiania GO	CASA	4	2	4	260
11196	530.000	SETOR BUENO	RUA T 27	Goiania GO	APARTAMENTO	3	1	2	105
