	id	label
845	482	RUA F 48
846	107	AVENIDA D
847	1407	AV MARGINAL LESTE
848	1323	RUA FL 14
849	235	AVENIDA E
850	281	RUA ARYMAR COELHO
851	745	AVENIDA T -38
852	1133	AV MAL RONDON
853	571	R VITORIAS DAS REGIAS
854	741	RUA IBICUÍ
855	1376	T 65
856	431	RUA 29
857	337	RUA 1026
858	879	RUA BM 25
859	113	RUA HUMAITA
860	895	RUA ITAPOA,DE
861	83	RUA 9 A
862	1121	AVENIDA CATLEIA
863	777	RUA FRANCISCO GODINHO
864	1178	RUA 145 E RUA 144, QUADRA 63, LOTE 13-20/23
865	1356	RUA CAMORIM,DO
866	1138	AVENIDA BENEDITO GONCALVES DE ARAUJO
867	257	R FIGUEIRAS,DAS
868	1439	RUA EGERINEU TEIXEIRA
869	231	RUA VERNIZ,DO
870	610	RUA R 13
871	1180	R ARMINDA MARIA DE LIMA
872	396	R ABADE 8
873	169	AVENIDA T 3
874	220	RUA 132 A
875	1143	RUA GUARIROBA
876	813	RUA JOSE NEDDERMEYER
877	268	RUA T 65 A
878	325	RUA CEL SERAFIM AGAPITO
879	42	RUA TIPITI
880	775	R DIVINA DE FATIMA DOS SANTOS
881	969	RUA RB 31 A
882	1168	VIA SANTA LUZIA
883	53	RUA C 195
884	683	R TORDESILHAS
885	1421	RUA ANACA
886	143	R A 30
887	635	R ANTONIO LUIZ DE PINA
888	86	R FORTALEZA
889	720	T-37
890	864	R CAIAPOS
891	681	RUA CEL ERNESTO GARCIA
892	440	R CONCORDIA
893	983	RUA SV 4
894	52	RUA APORE
895	706	RUA C 38
896	31	RUA 18 A
897	118	AVENIDA FUED JOSE SEBBA
898	313	RUA 15
899	75	RUA T 34
900	825	RUA R 5
901	1458	RUA DAS COPAÍBAS  QD 26 LT 17
902	796	RUA 21
903	332	RUA PECUARIA
904	563	RUA 1041
905	925	AVENIDA PUERTA DEL SOL
906	1012	RUA CRAOS
907	48	RUA T 50
908	1173	RUA A 13
909	414	ALAMEDA PAMPULHA
910	233	AV DIOGENES DOLIVAL SAMPAIO
911	989	RUA GP 6
912	251	RUA 9 DE JULHO
913	893	RUA D 10
914	592	JARDINS ATENAS
915	11	RUA RAIA,DA
916	1399	R AVENCAS,DAS
917	556	PRACA T 19
918	764	R MAMORE
919	84	AVENIDA PERIMETRAL NORTE
920	710	RUA C 190
921	896	RUA C 51
922	1085	R F 4
923	788	RUA DONA STELA VILLE ARAGUAIA
924	317	RUA F 49
925	1304	AVENIDA AMERICANO DO BRASIL
926	1251	RUA CORONA
927	1297	RUA SAVEIRO,DO
928	1002	RUA 14 B
929	224	RUA CEL DIOLINDO DOS SANTOS FREIRE
930	1204	RUA 242 A
931	964	VE C 48 A,DA
932	1242	RUA F 40
933	538	AVENIDA FRANCISCO SALES
934	1186	R MDV 11
935	1383	RUA C 42
936	1035	RUA C 159
937	1448	RUA FICUS,DOS
938	461	RUA 66
939	670	RUA PADRE FEIJO
940	209	RUA J 17
941	1158	AV MILÃO
942	406	AVENIDA PADRE ORLANDO MORAIS
943	573	RUA FL 8
944	1060	R MARIA GABRIELA DE JESUS
945	1390	R MANAUS
946	57	R MDV 21
947	1194	RUA T-27
948	600	RUA NICOLAU COPERNICO
949	1419	RUA T-13 ESQ. C/ T-37, QD. 161, LTS. 12 À 15
950	1160	RUA IRLANDA
951	980	R LAGO 11
952	800	AVENIDA ARMANDO DE GODOY
953	496	RUA JARDINS MILAO
954	992	RUA MADRI 39
955	804	RUA T 30 QUADRA76 LOTE 5
956	843	R A 7
957	181	R RDR 1
958	601	ALAMEDA AMENDOEIRAS,DAS
959	886	RUA ORESTES RIBEIRO
960	623	RUA 1020
961	994	T 29
962	752	ALAMEDA BOTAFOGO,DO
963	426	RUA L 8
964	1388	AVENIDA T-36
965	743	AV. CASTELO BRANCO
966	1275	AVENIDA IRAI
967	1150	R AC 2
968	203	RUA C 258
969	453	RUA 1138
970	102	AVENIDA SÃO JOÃO  ALTO DA GLÓRIA, GOIÂNIA - GO
971	502	R AMETISTA
972	1161	RUA DONA STELA
973	1384	VIA VICENTE J DA COSTA
974	1318	R RECANTO DOS BURITIS
975	341	RUA 404
976	1348	RUA PARINTINS COM TAGUARI
977	421	RUA C 142
978	902	RUA C 54
979	1442	R ABADE 6
980	1093	RUA 1035
981	1059	RUA 2052 UNID 205
982	1338	AV. T-13
983	1076	RUA 12 COM RUA 17
984	481	RUA T50 ESQUINA COM T30
985	1024	RUA GB 19
986	789	RUA JARI
987	532	RUA SB 17
988	1264	R 1118
989	1403	RUA SRM 9 QD. 18 LT. 28
990	1141	RUA OZORIO OLIVEIRA
991	236	RUA MONACO
992	420	ALAMEDA CONTORNO SUL
993	286	RUA TAMOIOS
994	208	RUA GUAJA,DO
995	1473	R EMILIE RASSI Q 12 L 14
996	911	R JATOBAS,DOS
997	1196	RUA MADRI 26
998	375	R H 14
999	1182	RUA 408 QD. A, LOTE 8/16
1000	590	RUA 12 UNID 101
1001	1122	RUA C 139
1002	718	AVENIDA ALEXANDRE DE MORAIS
1003	491	RUA BALSAMOS,DOS
1004	1288	R SRM 25
1005	725	RUA SUECIA
1006	691	RUA C 143
1007	1415	RUA T 48 QD 50
1008	882	AVENIDA SÃO JOÃO
1009	860	RUA VB 7
1010	100	RUA SB 30
1011	144	AVENIDA SERGIPE
1012	354	RUA 609
1013	899	R RT 5
1014	356	RUA T 8
1015	1202	RUA C 153
1016	315	AVENIDA SAO FRANCISCO
1017	130	RUA 12
1018	1432	RUA RUI BARBOSA
1019	80	ALAMEDA A
1020	869	RUA CAVALO DO MARINHO
1021	184	RUA 34
1022	1135	RUA EF 8
1023	1358	AV XERENTES
1024	717	T 13
1025	299	RUA 27
1026	962	RUA DR CONSTANCIO GOMES
1027	168	RUA FLEMINGTON
1028	13	RUA 257
1029	782	RUA T- 49
1030	263	RUA T 71
1031	1054	RUA GV 1
1032	352	RUA RPS 3
1033	1018	AVENIDA GOIAS COUTO
1034	518	RUA DUQUE DE CAXIAS
1035	1322	RUA T - 28, SETOR BUENO
1036	439	RUA: 408
1037	240	AV AMERICANO DO BRASIL
1038	547	RUA FP 5
1039	996	RUA SB 10
1040	759	RUA 11 A
1041	493	PC TRIANGULO,DO
1042	435	AVENIDA EDMUNDO PINHEIRO DE ABREU
1043	853	RUA SC 2
1044	1089	1
1045	1139	RUAS DOS IPÈS Q 13 LOT 16  JARDIN VALENCIA
1046	1145	RUA SB 2
1047	392	R PARAISO
1048	1199	R NITEROI
1049	310	RUA 1124
1050	645	RUA ICARAI,DE
1051	941	R JORDELIRIO MOREIRA ALVES
1052	279	VIA ALPHA 26
1053	1443	R CAMARAS,DOS
1054	837	RUA IMBAUBA
1055	1008	ESTRADA ROSAS,DAS
1056	329	RUA 1067
1057	106	AVENIDA C 148
1058	856	JARDINS VALÊNCIA
1059	36	ENDEREÇO NÃO INFORMADO
1060	272	AV B
1061	1154	R FV 32
1062	1333	RUA CARINA
1063	1005	RUA MARIO BITTAR
1064	943	RUA ANCHOVA,DA
1065	773	RUA PRES JEFFERSON
1066	61	RUA 135
1067	1078	RUA 31
1068	255	RUA C 155
1069	1148	RUA PARA
1070	114	RUA 22
1071	92	RUA T 29
1072	398	ALAMEDA CASCAVEL
1073	382	RUA 52
1074	1339	ALAMEDA FLORENCA
1075	755	RUA GOIATUBA
1076	1187	RUA JOÃO DE ABREU ESQ.COM 15
1077	811	RUA PLH 4
1078	330	AVENIDA T 7
1079	1444	AVENIDA AUTA FERRAZ DE CAMARGO
1080	634	RUA DOS LÍRIOS QD. 06 LT. 17
1081	446	RUA JACARANDA
1082	973	R BOA VISTA
1083	1144	RUA GV 18
1084	746	R TIBAGI
1085	732	RUA ALIPIO MENDES
1086	22	RUA 56
1087	618	AVENIDA R 11
1088	137	AVENIDA C 4
1089	654	RUA ITALO ROBERTO
1090	728	RUA J 69
1091	1431	RUA LLL
1092	823	RUA J 2
1093	1109	RUA MACEIO NUMERO
1094	1181	R MOROS,DOS
1095	1381	RUA MADAME CURIE
1096	428	AVENIDA ALPES,DOS
1097	1470	RUA F 63
1098	133	RUA JARINA
1099	1081	RUA 23
1100	1023	T 50
1101	724	ALAMEDA PRES JEFFERSON
1102	1063	AVENIDA 136 ESQ. RUA 136A
1103	55	RUA 9
1104	850	RUA RICARDO PARANHOS
1105	1099	RUA 12 A
1106	1243	RUA SÃO LUIS
1107	832	RUA LAGO-20
1108	284	RUA C 128
1109	1382	RUA MONTE CASSINO
1110	909	AVENIDA C 255
1111	429	RUA GAMELEIRAS,DAS
1112	1387	PRACA T 21
1113	929	R MDV 7
1114	815	RUA RI 28
1115	1203	RUA CP 19
1116	772	RUA F 39
1117	111	AV CIRCULAR
1118	308	RUA C 145
1119	1025	RUA 224
1120	769	RUA RB 28 A
1121	537	AVENIDA PORTUGAL
1122	1460	RUA J 5
1123	1048	RODOVIA GO 20
1124	695	RUA 58 COM 54
1125	1031	AVENIDA CRISTAL
1126	1391	RUA SANTO AMARO
1127	136	ESTRADA SAO DE COSME
1128	1272	MAISON AUTENTIQUE
1129	298	RUA 1131
1130	1101	RUA C 48
1131	28	RUA 20 A
1132	361	AVENIDA PEDRO LUDOVICO TEIXEIRA
1133	487	RUA GERANEOS,DOS
1134	1104	PIRATININGA
1135	854	TRAVESSA GERANIO
1136	1286	RUA R 3
1137	1289	RUA GERANIOS,DOS
1138	410	RUA VN09
1139	1009	RUA DESEM AIROSA ALVES CASTRO
1140	385	PRACA LEO LYNCE
1141	662	RUA ESPONJA,DA
1142	770	RUA ITAJA
1143	820	RUA MADRI 29
1144	142	AVENIDA SB A
1145	174	RUA T 44
1146	226	RUA DR AUGUSTO JUNGMANN
1147	265	AVENIDA PEDRO PAULO DE SOUZA
1148	1299	AVENIDA MONLEVADE
1149	885	ALAMEDA CORREGO BURITI
1150	152	RUA T 52 A
1151	101	RUA MARAJO
1152	1210	RUA 1112
1153	271	RUA ACAI
1154	207	R MDV 17
1155	447	AV. ANHANGUERA ESQUINA COM A RUA 7
1156	274	RUA 3
1157	369	AV ENG EURICO VIANA
1158	1463	RUA C 252
1159	1352	R ARQUIMEDES ROCHA
1160	548	RUA 74
1161	611	AVENIDA C 10
1162	115	RUA R 17
1163	476	ALAMEDA ADILIO FERREIRA
1164	237	RUA T 66
1165	554	RUA C197
1166	757	RUA SOL DO POENTE
1167	738	AVENIDA DOM PEDRO II
1168	646	RUA MANAUS
1169	180	RUA C 154
1170	555	RUA JOSE DO PATROCINIO
1171	371	RUA HELICONIAS,DAS
1172	887	AV C-11
1173	65	RUA A 2
1174	82	RUA 402
1175	722	R11
1176	517	RUA 59
1177	488	RUA PEGASUS
1178	1300	RUA MANDIOQUEIRAS,DAS
1179	1192	RUA C 146 A
1180	847	R 1.123
1181	1436	RUA MADRI 10
1182	201	RUA SAO JOSE
1183	884	AVENIDA T4
1184	553	RUA CACAUI
1185	1258	AVENIDA T 8
1186	157	RUA T
1187	33	AVENIDA COPACABANA
1188	609	RUA JAVEU
1189	1087	R A 18
1190	1230	AVENIDA ENGENHEIRO CORREIA LIMA
1191	1	RUA 54
1192	1279	RUA PAINEIRAS,DAS
1193	35	R AZALEIAS,DAS
1194	321	RUA C 68
1195	186	T-60
1196	357	RUA SB 27
1197	1375	AVENIDA PADRE FEIJO
1198	844	AVENIDA T-0005
1199	350	RUA BELO HORIZONTE
1200	987	AVENIDA C 233
1201	153	AVENIDA H
1202	1096	RUA FL 46
1203	933	RUA C 160
1204	603	RUA SANTA CRUZ
1205	362	RUA 73
1206	1281	RUA FV 14
1207	839	RUA C 23
1208	574	RUA C 162
1209	89	ALAMEDA PARANA
1210	26	RUA MAL FLORIANO
1211	1394	RUA ARARAPES
1212	443	RUA AMIANTO,DO
1213	1027	AV MOINHO DOS VENTOS
1214	37	ALAMEDA ROSAS,DAS
1215	809	AV C 233
1216	1041	AVENIDA SEN PERICLES
1217	388	RUA 144
1218	366	RUA MONTES CLAROS
1219	779	RUA 1030
1220	422	AVENIDA PLATINA
1221	20	AVENIDA LAGUNA
1222	781	R RB 15
1223	982	RUA C 212
1224	1003	RUA DR RONAM RODRIGUES DA SILVA
1225	990	RUA SB 22
1226	367	R T 38
1227	511	RUA COM NEGRAO DE LIMA
1228	758	AVENIDA T 10
1229	867	RUA B 5
1230	498	R VIOLETAS
1231	342	RUA 9 B
1232	805	R CONGONHAS
1233	1328	RUA 6 A
1234	74	R MDV 28
1235	1065	RUA DR SEBASTIAO FLEURY
1236	522	R MMM 6
1237	667	AV RIO BRANCO
1238	250	R PAINEIRAS,DAS
1239	412	RUA JANUS
1240	1119	RUA RI 4
1241	1246	RUA J 65
1242	1071	RUA 86
1243	948	R ALPINEAS,DAS
1244	1282	RUA 25 DE DEZEMBRO
1245	374	RUA SANTA MARIA
1246	799	R SERRA NEGRA
1247	213	RUA 242
1248	47	RUA MARSELHA
1249	1248	RUA MP 5
1250	939	R MARGARIDAS,DAS
1251	103	RUA 4
1252	425	R MDV 23
1253	67	PRACA T 23
1254	464	RUA SENHOR 3
1255	737	T 4
1256	4	AVENIDA T 15
1257	1226	AV. CORONEL ERNESTO GARCIA
1258	465	RUA 208
1259	676	RUA SB 3
1260	871	RUA ANGICOS,DOS
1261	1129	RUA DA CONCORDIA
1262	450	AV MARGINAL BARRETO
1263	564	RUA PROF CONSTANCIO GOMES
1264	1040	RUA 28 A
1265	1171	RUA FL 39
1266	988	RUA FL 43
1267	629	AV. DIÓGENES DOLIVAL SAMPAIO SN - JARDINS VALÊNCIA  - GOIÂNIAGO
1268	179	AVENIDA NAPOLI
1269	596	RUA REPUBLICA,DA
1270	1305	R A 9
1271	836	RUA MELCHIADES JOSE DA SILVA
1272	1340	RUA SAO JOAO
1273	69	RUA ABILIO ALVES DE CASTRO
1274	1402	R SERVICOS,DE
1275	245	AVENIDA VITAL BRASIL
1276	586	RUA C 19
1277	1280	RUA F 18
1278	576	RUA PH 7
1279	1298	RUA C 130 A
1280	150	RUA MONJOLA
1281	139	RUA 408
1282	311	AVENIDA R 1
1283	614	RUA BOTO,DO
1284	1195	ALAMEDA DO BOSQUE
1285	679	RUA ALAOR MENDONCA
1286	666	RUA: 11-A
1287	1123	R PRIMULAS,DAS
1288	810	RUA FORTALEZA
1289	1438	RUA 226
1290	628	RUA POCEMA
1291	108	RUA 18
1292	1080	RUA UMIRI
1293	1120	RUA 274
1294	77	RUA BARAO DO RIO BRANCO
1295	526	RUA DESEM ELADIO AMORIM
1296	723	RUA T34, QD.104, LOTES 13/15
1297	451	RUA JC 38
1298	466	R COPAIBAS,DAS
1299	835	RUA R 12
1300	919	R HORTENSIAS,DAS
1301	1083	RUA V 5
1302	1090	RUA RI 2
1303	672	RUA J 7
1304	598	AVENIDA BRASIL
1305	0	RUA 46
1306	702	RUA SB 26
1307	1435	RUA RI 15
1308	802	RUA 1142
1309	1386	RUA 120 A
1310	1309	RUA C 61
1311	409	RUA C 28
1312	961	AVENIDA ANTONIO PERILO
1313	1244	ALAMEDA AFONSO PENA
1314	591	RUA 239
1315	355	RUA C131
1316	288	R BARONEZAS,DAS
1317	786	AVENIDA JOAO LEITE
1318	131	RUA C 69
1319	771	RUA AMELIA ARTIAGA JARDIM
1320	1302	RUA 59 A
1321	230	RUA SB 5
1322	87	RUA T 27
1323	926	AV. T-14
1324	1126	RUA MADRI 36
1325	462	R JI 1
1326	699	RUA 16 A
1327	190	RUA 53
1328	1434	RUA SB 25
1329	894	AVENIDA MARIA BERNADETE
1330	587	RUA T-37
1331	129	RUA T 51
1332	1164	RUA FN 19
1333	1450	AVENIDA VITORIA
1334	1276	RUA CALDAS NOVAS
1335	552	RUA 802
1336	391	RUA SB 16
1337	1263	PRIVE ATLANTICO
1338	1294	R ABRAO MANOEL DA COSTA
1339	1467	SB 2
1340	1392	RUA GV 4 A
1341	276	RUA 70
1342	182	R IPES,DOS
1343	90	RUA 227 A
1344	663	AVENIDA OTAVIO LUCIO
1345	432	RUA CAAPI
1346	14	RUA 88 C
1347	370	RUA JI 1
1348	814	R DONA GERCINA BORGES TEIXEIRA
1349	1010	ALAMEDA DOM PEDRO I
1350	1013	RUA MADRI 30
1351	456	RUA C- 259
1352	135	RUA
1353	928	RUA 47
1354	1312	RUA 16 QD 48 LTS 25-27
1355	252	AV. OLINDA
1356	935	RUA DAS TULIPAS
1357	544	RUA TRINDADE
1358	1219	AVENIDA DOMINGOS LEMOS DO PRADO
1359	901	RUA 25 A
1360	15	RUA RI 10
1361	261	RUA 72
1362	401	RUA 31 A
1363	619	AVENIDA ARAXA
1364	192	RUA J 74
1365	59	AVENIDA TRIESTE
1366	336	RUA DOM ORIONE
1367	88	RUA: FRANCISCO GODINHO
1368	32	RUA 55
1369	1216	RUA 111
1370	1331	RUA: 401
1371	613	R T 15
1372	525	R SEVILHA
1373	890	RUA C-80, QD.176, LT.02, SETOR SUDOESTE
1374	387	RUA C 235
1375	373	C 181
1376	848	AVENIDA ISMERINO SOARES DE CARVALHO
1377	1082	AV AFONSO PENA
1378	25	AVENIDA INDEPENDENCIA
1379	1245	RI
1380	657	RUA C 25
1381	516	RUA F 5
1382	579	RUA ANDROMEDA
1383	328	ALAMEDA MANGUBAS,DAS
1384	394	R CARVALHOS,DOS
1385	1128	RUA T3 COM T50
1386	542	RUA ISMERINO SOARES DE CARVALHO QD 122 LT 27
1387	647	AVENIDA S- 2
1388	529	AVENIDA T 1
1389	651	RUA GV 2
1390	338	RUA DIVISA,DA
1391	625	RUA GV 5
1392	116	R SRM 21
1393	558	R A 20
1394	508	RUA LUZILANDIA
1395	1103	RUA A 10
1396	985	RUA TEAR,DO
1397	778	RUA IBIRAPITINGA
1398	588	RUA GV 26
1399	697	RUA C 229
1400	79	AVENIDA DONA MARIA CARDOSO
1401	314	RUA 8 A
1402	471	RUA SB 42
1403	1417	AV. ALPHAVILLE FLAMBOYANT
1404	134	RUA C 55
1405	289	RUA 19
1406	1155	AVENIDA NONA AV
1407	597	RUA CARLOS GOMES
1408	147	AVENIDA ALPHAVILLE FLAMBOYANT
1409	94	AVENIDA C 182
1410	1019	RUA C 151 A
1411	1174	AVENIDA MANTIQUEIRA
1412	602	RUA RB 46 A
1413	908	RUA BERNARDO GUIMARAES
1414	99	ALAMEDA IMBE
1415	1284	R H 7
1416	637	RUA T 63
1417	172	RUA 82
1418	915	RUA C 158
1419	1169	RUA CABO 5
1420	1455	RUA T - 27 QD. 30 LT. 060708
1421	1374	AVENIDA DONA TEREZINHA DE MORAIS
1422	1020	ALAMEDA DOS JASMINS
1423	739	RUA MACARANDUBA
1424	149	RUA 104 A
1425	1364	RUA LONDRINA
1426	984	RUA CUIABA
1427	995	RUA 88 B
1428	583	RUA BABACU,DO
1429	550	AVENIDA C 235
1430	760	R A 6
1431	546	RUA CAMARAO,DO
1432	917	RUA 119
1433	1341	RUA MARISCO,DO
1434	120	RUA 6
1435	393	RUA T-30 E RUA T-33 QUADRA 84 LOTES 68 – 1417
1436	183	R FENIX,DAS
1437	1345	R B 8
1438	296	RUA T 47
1439	333	RUA GUAJÁ
1440	1184	RUA C 137
1441	346	R GOMES DE SANTANA RAMOS
1442	95	RUA DO CURIMÃ
1443	278	RUA SEN DOMINGOS VELASCO
1444	68	AV SAO JOAO
1445	1464	AV.MILÃO
1446	1319	RUA ANTONIO MORAIS NETO
1447	267	RUA 58
1448	1303	RUA 56, JARDIM GOIÁS , GOIÂNIA-GO
1449	1285	RUA ALVORADA DO NORTE
1450	1274	AVENIDA MARIA GONCALVES DE ARAUJO
1451	965	AVENIDA JAMEL CECILIO
1452	254	RUA T 62
1453	24	RUA RB 32 A
1454	1215	T  7
1455	859	AVENIDA B
1456	527	RUA C 130
1457	1086	RUA CEDRO
1458	1377	RUA 52 ESQ. C RUA 66 QUADRA B-27 LOTES 0612A
1459	1476	RUA CP 4
1460	241	RUA S 3
1461	1238	RUA W 12
1462	318	AVENIDA MAL RONDON
1463	840	RUA 1040
1464	1058	RUA T-0036
1465	709	RUA C-180 QUADRA 454 LOTE 04
1466	1014	RUA 56 QUADRA B-20 LOTE 412
1467	285	RUA G
1468	1039	RUA COMERCIARIOS,DOS
1469	763	RUA C 97
1470	750	RUA MARIALVA
1471	492	ALAMEDA P 2
1472	1346	RUA VB 46
1473	29	AVENIDA ANTONIO FIDELIS
1474	677	RUA MAGNOLIAS,DAS
1475	423	R EUCALIPTOS,DOS
1476	219	RUA C 79
