?	price	sector	street	type	room	suite	park	m2
1214	1.700.000	0	223	0	4	4	4	266
1218	380.000	0	382	0	3	1	1	78
1219	310.000	6	154	0	3	2	1	97
1220	485.000	23	383	0	3	3	2	100
1221	5.500.000	125	384	2	5	5	8	879
1223	500.000	2	208	1	3	3	4	215
1225	318.639	23	385	0	2	1	1	70
1226	750.000	0	364	1	4	2	4	230
1229	2.086.000	53	386	0	4	4	3	271
1231	1.100.000	1	4	0	3	3	3	190
1234	450.000	34	387	0	3	1	2	88
1235	856.900	5	388	0	3	3	2	150
1237	2.650.000	1	36	0	4	4	5	362
1238	477.000	1	48	0	3	2	2	108
1239	165.000	13	389	0	2	1	1	66
1241	340.000	1	46	0	2	1	1	70
1243	2.200.000	126	390	2	4	4	4	252
1246	420.000	6	200	0	3	3	2	92
1248	750.000	0	1	0	4	3	3	174
1249	490.000	1	169	0	3	3	2	105
1250	210.000	127	391	1	3	1	2	69
1251	860.000	1	169	0	4	3	3	181
1252	1.100.000	53	392	0	3	3	3	180
1257	500.000	1	393	0	3	3	2	94
1261	1.300.000	21	394	2	3	3	5	350
1263	320.000	91	68	0	3	3	2	77
1267	480.000	14	395	0	3	3	2	99
1269	490.000	0	152	0	3	3	2	103
1270	763.000	1	87	0	3	3	3	153
1272	697.000	1	98	0	4	2	2	172
1273	1.300.000	47	259	0	4	4	3	278
1279	300.000	128	396	1	3	1	2	122
1280	189.470	2	44	0	2	1	1	59
1281	258.500	91	36	0	2	1	1	57
1286	335.000	1	397	0	2	1	1	70
1287	3.000.000	61	36	2	4	4	4	640
1288	2.459.640	0	153	0	4	4	4	345
1290	390.000	0	36	0	3	1	1	72
1294	820.000	129	398	1	3	1	4	320
1295	2.629.247	0	153	0	4	4	4	345
1296	2.500.000	70	171	1	5	4	6	602
1298	420.000	0	235	0	3	2	1	92
1301	571.000	0	32	0	3	3	2	108
1302	1.490.000	73	399	2	4	4	4	275
1303	310.000	1	206	0	3	1	1	84
1304	240.000	6	400	0	2	1	2	60
1306	255.000	59	144	0	2	1	1	68
1307	800.000	20	401	1	4	1	3	250
1308	1.350.000	58	36	2	4	3	4	308
1309	1.100.000	6	402	1	4	4	5	285
1310	1.550.000	44	195	2	4	3	4	280
1312	320.000	13	403	0	3	1	2	82
1314	547.000	1	145	0	4	2	2	201
1315	220.000	130	404	1	3	1	2	150
1316	2.400.000	61	405	2	4	3	4	400
1317	189.000	40	82	0	2	1	1	58
1318	253.000	13	406	0	3	1	2	76
1322	5.500.000	131	36	2	4	4	5	800
1323	590.000	43	407	1	3	1	4	300
1324	159.900	56	408	2	3	1	2	67
1325	295.000	6	409	0	3	1	2	85
1326	440.000	1	169	0	3	1	2	90
1327	580.000	1	367	0	3	3	2	129
1328	690.000	23	37	0	4	2	2	170
1329	240.000	132	410	2	3	1	2	90
1331	1.500.000	73	36	2	4	4	3	365
1332	200.000	13	36	0	2	1	1	54
1335	220.190	7	93	0	2	1	1	56
1336	130.000	133	279	2	2	1	3	361
1337	550.000	0	22	0	4	4	2	118
1338	410.000	23	36	0	4	2	2	141
1340	605.000	5	411	0	3	3	2	110
1344	6.000.000	61	412	2	5	5	8	845
1345	725.000	1	263	0	3	3	2	123
1346	410.000	25	413	0	3	1	2	94
1348	330.000	1	46	0	2	2	2	70
1349	180.000	134	115	1	3	1	2	105
1350	2.750.000	43	414	1	5	2	5	662
1352	450.000	1	70	0	3	3	2	106
1353	2.000.000	70	415	2	4	4	2	344
1354	1.700.000	0	22	0	4	4	4	269
1355	260.000	135	416	1	2	1	1	100
1357	320.000	9	13	0	3	1	1	70
1358	190.000	53	417	0	3	1	1	75
1360	340.000	9	13	0	3	1	2	70
1366	246.584	79	205	0	2	1	1	66
1367	4.000.000	1	98	0	4	4	7	514
1369	495.500	2	33	0	3	1	2	95
1370	2.650.000	1	36	0	4	4	5	362
1371	580.000	1	367	0	3	1	2	170
1375	390.000	1	418	0	3	1	2	100
1379	2.500.000	70	419	2	7	4	6	750
1382	340.000	47	176	0	3	1	1	106
1383	900.000	136	420	2	3	3	4	220
1387	695.000	6	421	1	4	2	4	300
1390	180.000	137	422	1	3	1	2	98
1391	767.000	5	204	0	3	3	3	148
1394	390.000	13	40	0	3	1	2	96
1395	570.000	1	165	0	4	2	2	128
1398	330.840	4	45	0	3	2	2	83
1403	1.400.000	73	423	2	4	4	4	330
1404	1.100.000	5	7	0	4	4	3	226
1405	145.000	138	424	1	2	1	2	65
1408	290.000	25	369	0	2	2	1	65
1410	3.000.000	0	140	0	4	4	4	351
1411	230.000	27	425	1	3	1	3	125
1412	700.000	139	426	1	5	5	2	270
1413	590.000	74	36	0	3	3	2	111
1414	1.100.000	1	36	0	3	3	3	313
1415	290.000	25	68	0	3	1	2	85
1418	482.430	2	33	0	3	1	2	95
1419	1.440.000	5	427	0	4	4	4	240
1423	185.000	13	20	0	2	1	1	60
1424	260.000	33	428	0	2	1	2	65
1425	1.260.000	1	4	0	3	3	4	184
1430	419.000	17	77	1	3	1	4	183
1432	2.800.000	102	429	2	3	3	4	503
1433	598.000	140	127	2	3	3	2	142
1435	590.000	1	87	0	2	1	2	105
1437	150.000	11	430	1	2	1	2	77
1438	1.150.000	1	237	0	3	3	3	164
1439	410.000	6	308	0	3	1	2	96
1440	550.000	19	431	1	3	1	2	200
1442	309.000	24	134	0	3	3	2	80
1443	395.000	13	432	1	6	5	6	250
1445	1.200.000	58	433	2	4	4	4	300
1447	1.700.000	73	36	2	4	4	4	317
1448	860.000	34	434	0	4	3	2	314
1449	350.000	1	46	0	3	1	2	116
1450	650.000	25	413	0	3	3	2	117
1454	865.000	24	134	1	3	1	5	408
1455	720.000	1	72	0	3	3	2	126
1457	310.000	47	435	0	3	1	2	110
1458	868.000	5	204	0	3	3	3	150
1461	190.000	7	119	0	2	2	1	57
1463	460.000	6	436	1	3	3	4	150
1465	493.000	80	437	0	3	3	2	105
1467	500.000	1	438	1	4	1	4	180
1468	189.000	40	439	0	2	1	1	58
1471	1.450.000	1	46	0	4	4	4	275
1473	148.000	32	440	1	2	1	3	79
1476	3.750.000	131	36	2	4	4	8	495
1478	890.000	43	441	1	4	4	4	250
1479	540.000	23	36	0	4	2	2	154
1481	336.660	1	46	0	2	1	1	64
1484	397.000	2	33	0	2	1	1	69
1486	275.000	5	411	0	2	2	2	72
1487	580.000.000	92	442	1	3	2	4	256000
1488	330.000	87	443	1	3	3	2	360
1489	480.000	34	387	0	3	3	2	112
1490	900.000	10	444	1	4	2	6	264
1494	510.000	80	445	0	3	3	2	105
1495	590.000	55	446	1	4	2	5	235
1497	200.000	8	447	0	3	1	2	110
1499	215.000	7	93	0	2	1	1	57
1500	330.000	13	128	0	3	3	2	85
1502	400.000	83	448	0	3	1	2	110
1503	550.000	6	449	1	3	3	4	178
1504	480.000	103	297	1	3	2	2	265
1505	260.000	1	34	0	2	1	1	64
1506	630.000	1	75	0	3	3	2	122
1508	1.300.000	114	36	2	4	4	4	577
1509	1.150.000	44	450	2	3	3	4	243
1511	340.000	23	130	0	3	1	1	100
1512	600.000	141	451	1	4	1	2	430
1516	690.000	0	210	0	3	3	2	119
1517	535.304	80	452	0	3	3	2	117
1518	1.700.000	5	453	0	4	4	4	287
1520	890.000	86	454	2	3	3	4	249
1522	580.000	1	455	0	2	2	2	116
1527	450.000	34	456	0	3	1	2	82
1529	210.000	142	457	1	3	1	2	80
1532	800.000	23	36	0	4	4	3	145
1533	550.000	1	458	0	3	1	2	162
1539	530.000	13	36	1	3	3	2	184
1541	1.200.000	0	267	0	4	4	3	224
1542	280.000	13	29	0	3	1	2	78
1543	1.550.000	5	459	0	4	4	3	242
1544	196.000	7	93	0	2	1	1	56
1548	355.000	1	206	0	3	1	2	84
1549	2.200.000	102	460	2	3	2	4	520
1550	530.000	13	36	1	3	3	2	184
1552	290.000	23	37	0	2	1	1	68
1559	1.500.000	0	461	0	4	4	3	213
1560	750.000	23	36	0	5	5	3	253
1561	220.000	143	462	0	2	1	1	62
1562	280.000	100	286	1	3	1	4	250
1563	330.000	20	36	0	3	1	2	110
1565	310.000	23	299	0	2	1	1	62
1570	335.000	59	144	0	3	1	2	87
1573	990.000	73	423	2	3	3	4	210
1574	220.000	144	463	1	3	1	2	156
1575	130.000	117	464	1	3	1	1	70
1582	360.000	145	465	0	3	1	1	87
1586	1.350.000	73	466	2	4	4	4	300
1587	2.650.000	58	233	2	5	5	6	518
1590	3.100.000	63	467	2	5	5	3	400
1591	2.037.000	0	313	0	4	4	4	291
1592	490.915	80	452	0	3	3	2	105
1593	335.000	14	348	0	3	3	2	93
1595	215.000	2	44	0	2	1	1	67
1597	1.250.000	5	36	0	3	3	3	185
1598	168.000	16	468	0	2	1	1	64
1599	2.300.000	119	233	2	4	4	3	359
1603	330.000	6	469	1	4	4	5	247
1606	300.000	13	101	0	3	1	2	75
1607	1.700.000	70	470	2	4	4	4	368
1609	300.000	2	208	1	3	1	3	140
1612	236.000	28	114	0	3	3	2	82
1613	590.000	74	36	0	3	3	2	111
1614	239.330	6	137	0	2	1	1	65
1619	530.000	23	296	0	4	2	2	128
1624	985.000	101	471	2	4	2	4	256
1628	606.000	6	232	0	3	3	2	121
1629	2.132.306	5	459	0	4	4	3	297
1630	160.783	146	472	0	3	1	1	62
1631	1.150.000	1	67	0	4	3	3	177
1634	1.190.000	5	36	0	4	4	3	178
1635	1.190.000	5	36	0	4	4	3	178
1636	820.000	5	473	0	3	3	2	133
1639	350.000	147	474	1	3	1	3	190
1640	230.000	24	134	0	2	1	1	62
1641	1.500.000	73	466	2	4	4	3	362
1642	506.273	0	32	0	3	3	2	118
1646	530.000	1	36	0	3	1	2	127
1647	280.000	110	396	1	3	1	2	97
1648	350.000	13	475	0	3	3	2	93
1649	298.000	25	413	0	2	1	1	70
1650	550.000	79	476	0	4	1	4	163
1651	280.000	25	68	0	3	1	1	73
1653	360.000	2	477	0	3	1	2	92
1654	300.000	25	86	0	2	1	1	60
1655	1.814.437	23	37	0	4	4	3	239
1657	281.000	9	478	0	2	1	1	61
1658	374.747	59	144	0	3	1	1	87
1663	320.000	13	36	0	2	1	2	76
1664	1.390.000	73	250	2	4	4	4	294
1665	630.000	0	1	0	3	3	2	110
1667	200.000	100	479	0	3	1	1	90
1668	328.025	6	137	0	3	3	2	89
1669	430.000	0	22	0	3	3	2	108
1671	1.850.000	148	480	2	4	4	2	509
1672	2.000.000	22	36	2	4	4	3	330
1675	2.900.000	1	70	0	4	4	4	387
1676	439.000	114	84	2	3	1	4	126
1677	2.100.000	70	179	2	5	5	4	441
1682	1.680.000	5	453	0	4	4	4	297
1683	950.000	0	22	0	3	3	4	168
1684	490.000	1	481	0	3	3	3	107
1688	245.000	23	345	0	3	1	2	87
1691	435.000	35	482	1	3	1	4	180
1694	310.000	25	483	0	2	1	1	65
1697	450.000	1	34	0	4	2	1	120
1698	1.050.000	20	484	0	4	3	3	329
1699	460.000	6	485	1	3	3	4	152
1700	550.000	1	486	0	3	3	2	105
1702	264.960	6	137	0	2	1	1	73
1703	1.200.000	1	152	0	4	4	3	213
1705	590.000	23	55	0	3	1	2	150
1709	550.000	0	36	0	3	3	2	129
1713	375.000	92	487	1	3	2	3	150
1715	3.950.000	125	488	2	5	5	8	700
1717	175.000	149	489	1	3	1	2	114
1719	1.300.000	30	419	2	4	4	4	338
1721	380.000	14	348	0	3	3	2	93
1726	198.000	150	490	0	3	1	1	62
1728	550.000	17	485	1	3	3	4	222
1732	720.000	0	36	0	4	2	3	200
1733	1.589.000	44	491	2	5	5	4	361
1734	230.000	116	492	1	3	1	2	200
1737	1.350.000	5	61	0	4	4	3	216
1739	879.000	25	493	0	3	3	2	154
1740	310.000	1	34	0	2	1	1	70
1742	520.000	1	34	0	3	3	2	126
1743	730.000	1	50	0	3	3	2	130
1748	1.799.000	4	435	0	3	3	4	304
1749	590.000	23	55	0	3	1	2	150
1756	2.100.000	119	494	1	4	4	4	542
1758	520.000	25	413	0	3	1	2	100
1760	218.800	35	25	0	3	1	1	75
1762	2.950.000	61	36	2	4	4	4	496
1766	285.000	151	495	0	3	1	1	64
1767	750.000	23	36	0	5	5	3	253
1768	1.990.000	119	496	1	4	4	4	542
1769	580.000	1	165	0	4	2	2	128
1770	240.000	152	497	0	2	1	1	63
1771	187.000	47	259	0	2	1	1	63
1776	600.000	47	435	0	4	2	2	160
1778	465.000	14	246	0	3	3	2	108
1779	580.000	1	145	0	3	1	2	181
1780	380.000	25	413	0	4	1	2	94
1782	200.000	13	36	0	2	1	1	57
1783	2.700.000	119	498	2	4	4	6	410
1785	675.000	1	145	0	4	2	2	284
1788	1.620.000	1	499	0	4	4	3	260
1789	370.000	1	92	0	3	3	2	89
1791	800.000	1	36	0	3	3	2	153
1792	300.000	23	161	0	3	1	2	110
1797	840.000	0	120	0	3	3	2	168
1798	700.000	23	500	0	3	3	2	125
1799	320.000	23	501	0	3	1	1	77
1800	250.000	2	44	0	2	1	1	67
1801	550.000	100	502	1	3	1	5	241
1802	493.973	2	503	0	3	3	3	120
1803	580.000	16	504	1	3	3	4	238
1805	320.000	25	505	0	3	1	2	74
1807	1.200.000	23	37	0	4	4	3	274
1808	482.927	2	33	0	3	1	2	95
1810	195.000	9	90	0	2	1	1	74
1813	175.000	13	506	0	2	1	1	61
1814	480.000	0	507	0	3	3	2	103
1817	2.014.000	5	459	0	4	4	4	293
1820	430.000	13	508	1	4	3	2	200
1821	1.350.000	73	509	1	4	3	6	263
1822	280.000	153	510	1	5	1	2	170
1823	510.000	25	68	0	3	3	2	109
1824	670.000	1	50	0	3	3	2	124
1828	545.000	1	34	0	4	2	2	217
1830	480.000	1	50	0	3	3	2	100
1831	230.000	28	251	0	3	3	1	82
1834	255.000	40	511	0	3	1	1	69
1836	295.000	39	81	0	3	1	1	79
1840	750.000	5	512	0	3	3	2	150
1841	170.000	27	425	1	2	1	2	70
1842	900.000	1	36	0	3	3	2	165
1847	289.990	154	513	2	3	1	1	127
1850	2.551.000	23	37	0	4	4	4	329
1852	189.000	2	44	0	2	1	1	58
1855	300.000	155	514	1	3	1	3	171
1856	2.700.000	58	515	2	5	5	4	518
1857	360.000	156	438	2	3	1	2	200
1858	5.600.000	1	36	0	5	5	5	794
1861	650.000	20	270	1	4	1	3	200
1865	370.000	1	169	0	3	1	2	90
1867	3.048.799	5	292	0	4	4	4	362
1868	390.000	16	516	1	3	3	3	200
1871	390.000	34	247	0	3	1	2	120
1872	360.000	0	117	0	2	1	2	89
1873	980.000	1	98	0	4	4	2	240
1874	3.073.270	5	292	0	4	4	4	362
1875	385.000	1	174	0	3	2	2	89
1876	210.000	8	517	0	3	1	2	90
1877	493.973	2	33	0	3	3	2	123
1878	500.000	1	72	0	3	3	2	93
1879	550.000	17	518	1	3	1	4	200
1883	3.728.360	1	206	0	4	4	4	382
1884	260.000	6	308	0	3	1	1	79
1886	220.000	13	519	0	2	1	1	67
1888	263.000	157	520	0	3	1	2	79
1893	235.000	14	179	0	3	3	2	83
1894	176.000	158	127	0	2	1	1	55
1895	320.000	23	521	0	2	1	1	67
1897	450.000	81	522	1	3	1	2	170
1898	469.000	34	387	0	3	2	2	110
1899	2.295.490	5	459	0	4	4	4	286
1911	235.000	6	523	0	3	1	1	68
1912	770.000	13	524	2	3	3	3	188
1913	1.100.000	23	36	0	3	3	2	124
1914	158.000	81	525	1	2	1	2	70
1915	230.000	103	526	0	2	1	1	58
1917	240.000	33	527	0	2	1	1	57
1918	278.000	1	367	0	3	1	2	76
1919	265.000	33	528	0	3	1	1	74
1921	215.000	13	29	0	2	1	1	62
1925	630.000	0	140	0	3	3	3	97
1929	245.000	0	1	0	2	1	1	66
1937	550.000	1	529	0	4	1	2	202
1939	580.000	1	458	0	3	1	2	167
1940	480.000	26	530	1	4	1	8	233
1942	1.490.000	73	531	2	4	4	4	270
1943	310.000	47	435	0	3	1	2	110
1951	270.000	47	241	0	4	2	2	90
1952	890.000	136	532	2	3	3	3	300
1955	1.500.000	0	153	0	4	4	4	345
1956	330.000	9	13	0	3	1	2	73
1957	537.948	0	32	0	3	3	2	118
1958	310.000	50	533	1	3	1	4	135
1960	480.000	23	36	0	3	1	2	152
1962	285.000	23	294	0	2	1	1	64
1966	285.000	1	34	0	2	1	1	64
1970	1.100.000	5	534	0	4	4	3	178
1971	820.000	23	501	0	3	2	2	280
1972	325.000	25	535	0	3	1	1	82
1974	1.430.400	5	61	0	4	4	3	216
1976	189.000	2	20	0	2	1	1	59
1977	1.600.000	1	104	0	4	4	4	260
1978	380.000	2	536	2	3	1	2	170
1979	285.000	13	475	0	3	3	2	77
1980	275.000	23	537	0	3	1	1	96
1982	450.000	0	51	0	3	1	1	77
1983	550.000	0	140	0	3	3	3	129
1984	415.000	1	174	0	3	2	2	86
1987	1.100.000	23	36	0	3	3	2	124
1988	300.000	9	13	0	3	1	1	70
1990	458.458	0	22	0	3	1	2	88
1991	380.000	159	538	1	3	1	4	120
1992	995.000	5	473	0	3	3	2	135
1993	1.680.000	0	173	0	4	4	4	242
1995	260.000	6	9	0	3	1	2	82
1997	320.000	13	36	0	2	1	2	76
1998	150.000	32	440	1	2	1	1	63
1999	600.000	47	435	0	4	2	3	160
2001	1.380.000	5	247	0	4	4	3	207
2002	835.000	5	197	0	3	3	2	140
2004	77.915.707	23	127	0	3	3	2	1466
2006	1.750.000	1	41	0	4	4	4	236
2008	320.000	1	50	0	2	1	2	63
2010	670.000	1	92	0	3	3	2	117
2013	360.000	77	36	0	3	1	2	90
2014	590.000	23	55	0	4	1	2	148
2017	410.000	0	382	0	2	1	1	78
2019	366.000	1	277	0	2	2	2	66
2022	700.000	1	539	0	3	3	2	212
2024	750.000	57	540	2	3	2	2	200
2029	290.000	23	364	0	3	2	2	86
2033	560.000	34	4	0	4	4	2	120
2036	621.200	0	127	2	3	1	3	202
2039	320.000	16	541	1	4	1	4	256
2041	1.280.000	73	509	2	4	3	4	264
2042	340.000	1	378	0	2	1	1	56
2043	1.200.000	0	173	0	4	4	4	228
2045	590.000	16	542	1	3	2	4	235
2046	265.000	13	519	0	3	1	1	75
2048	210.000	27	543	0	3	1	1	74
2049	290.000	14	160	0	3	3	1	81
2050	240.000	160	544	1	3	1	3	106
2051	470.000	0	545	0	3	3	2	91
2052	215.000	14	179	0	2	1	1	63
2055	335.000	25	68	0	3	1	1	75
2057	350.000	2	546	1	3	1	2	118
2058	195.000	14	160	0	3	1	1	74
2059	250.000	161	547	1	3	1	3	159
2060	218.800	35	25	0	3	1	1	74
2064	2.280.000	1	67	0	4	4	4	350
2065	2.500.000	61	36	2	4	4	4	450
2066	420.000	1	92	0	3	3	2	88
2067	217.183	40	139	0	2	1	2	58
2068	360.000	25	43	0	3	1	2	77
2069	360.000	25	43	0	3	1	2	78
2070	470.000	0	548	0	3	3	1	105
2071	850.000	37	549	2	4	3	4	210
2073	2.500.000	70	415	2	5	5	6	702
2074	448.300	2	33	0	3	1	2	95
2077	444.864	0	22	0	2	1	2	88
2080	768.000	1	550	0	3	3	2	125
2081	415.000	16	551	1	3	1	4	263
2082	471.093	1	46	0	3	3	2	95
2083	850.000	1	48	0	3	3	3	181
2084	340.000	91	68	0	3	3	2	78
2085	750.000	145	552	1	5	1	5	400
2086	275.000	13	553	0	3	1	2	78
2087	1.365.000	73	399	2	4	4	4	275
2088	1.350.000	58	36	2	4	3	4	308
2090	380.000	33	428	0	3	1	2	91
2092	997.065	5	184	0	4	4	2	200
2094	389.000	1	129	0	2	2	2	89
2095	360.000	4	6	0	3	1	2	95
2096	2.450.000	1	67	0	4	4	4	350
2098	515.278	6	554	0	3	3	2	99
2100	1.360.000	73	36	2	4	4	2	304
2103	220.000	160	555	2	3	1	1	85
2105	470.000	1	556	0	3	3	2	100
2106	145.000	32	346	1	2	1	2	72
2109	190.000	13	557	0	2	1	1	76
2110	250.000	36	73	2	3	3	2	91
2111	420.000	1	206	0	4	2	1	137
2112	1.100.000	0	190	0	3	3	3	190
2113	850.000	100	353	1	4	3	2	400
2115	1.350.000	58	558	2	5	5	4	330
2120	6.400.000	60	559	2	6	6	6	753
2122	345.000	47	560	0	3	1	1	93
2123	350.000	1	70	0	3	1	2	77
2124	360.000	23	342	0	3	1	2	108
2125	685.000	23	273	0	3	3	2	125
2128	845.000	5	512	0	3	3	2	150
2132	4.500.000	0	561	0	6	5	5	532
2134	494.557	2	33	0	3	3	2	123
2135	189.000	2	20	0	2	1	1	58
2136	3.000.000	63	562	2	5	5	3	472
2137	1.400.000	22	309	2	3	3	4	366
2142	620.000	1	70	0	3	3	2	113
2143	2.200.000	23	36	0	4	4	3	385
2145	288.000	23	383	0	3	1	2	110
2146	257.000	4	563	0	2	1	1	62
2149	350.000	162	564	1	3	2	2	127
2150	330.000	5	313	0	2	1	1	61
2151	1.147.225	5	61	0	3	3	3	182
2153	610.000	23	36	0	4	1	2	152
2154	210.000	28	520	0	3	1	1	85
2156	2.100.000	163	565	2	3	3	3	300
2157	447.000	1	46	0	3	3	2	95
2158	260.000	103	526	0	3	1	2	75
2159	530.000	6	112	0	3	3	2	98
2163	595.000	23	364	0	4	2	2	191
2165	900.000	1	41	0	4	2	5	258
2166	165.000	164	566	1	2	1	1	75
2167	430.000	1	72	0	2	2	2	79
2171	365.000	1	87	0	3	1	2	107
2172	1.390.000	44	288	2	4	4	4	250
2174	590.000	16	504	2	3	3	3	280
2175	364.933	0	32	0	3	1	2	88
2177	250.000	24	567	0	3	1	1	100
2179	300.000	25	568	0	2	1	2	64
2181	995.000	29	163	2	4	4	4	203
2182	460.000	34	4	0	3	3	3	128
2186	2.000.000	1	569	0	4	4	4	278
2187	229.000	28	114	0	3	3	1	82
2190	530.000	1	36	0	3	1	2	127
2192	900.000	24	570	1	4	4	4	250
2193	194.000	13	519	0	2	1	1	66
2196	189.000	2	20	0	2	1	1	58
2198	2.100.000	119	571	2	4	4	2	460
2199	1.790.000	1	67	0	4	4	3	260
2202	270.000	77	572	0	3	1	1	74
2205	350.000	66	573	1	3	1	4	172
2206	364.840	64	320	0	4	4	2	111
2210	240.000	25	369	0	2	1	1	62
2211	189.000	13	234	0	2	1	1	59
2213	280.000	13	101	0	3	1	1	65
2215	210.000	81	522	1	3	1	4	120
2217	360.000	6	574	1	3	1	1	425
2218	578.472	0	22	0	3	3	2	118
2221	290.000	13	519	0	3	1	2	75
2223	189.000	103	406	0	2	1	1	54
2224	482.429	2	33	0	3	1	2	95
2230	320.000	156	438	1	3	1	2	155
2233	216.000	103	334	0	2	1	1	62
2234	235.000	1	367	0	2	1	1	57
2235	2.200.000	0	313	0	4	4	4	326
2237	183.000	13	575	0	2	1	1	53
2238	260.000	7	10	0	3	1	1	72
2239	700.000	165	36	2	3	3	4	205
2240	210.000	166	576	1	3	1	2	91
2241	500.000	1	577	0	4	1	2	172
2246	270.000	39	10	0	3	1	1	72
2250	700.000	0	22	0	3	3	2	128
2253	173.700	41	84	0	2	1	1	60
2255	588.700	0	32	0	3	3	2	118
2257	255.000	6	94	0	4	1	1	88
2261	650.000	23	274	0	4	4	2	285
2263	233.000	40	578	0	3	1	1	68
2264	750.000	23	36	0	4	1	2	199
2265	1.987.245	5	459	0	4	4	4	297
2266	410.000	47	241	0	3	1	2	94
2267	2.500.000	70	171	2	5	4	6	602
2274	300.000	2	44	0	3	1	2	83
2276	350.000	18	579	6	3	1	4	221
2279	580.000	1	145	0	4	2	2	181
2281	280.000	16	25	0	3	1	1	74
2282	306.000	25	580	0	2	1	2	65
2283	820.000	55	36	2	4	4	2	206
2284	200.000	15	581	1	3	1	2	100
2285	3.300.000	119	233	1	4	4	3	440
2286	1.400.000	1	104	0	5	4	4	275
2287	585.000	26	582	1	4	4	2	241
2289	475.000	2	583	1	3	3	2	182
2290	268.640	6	137	0	2	1	1	74
2291	265.000	59	144	0	2	1	1	68
2296	895.000	21	531	2	3	3	2	199
2297	650.000	17	584	1	3	1	1	180
2299	250.000	167	585	1	3	1	4	107
2300	250.000	13	101	0	3	1	2	72
2303	390.000	34	434	0	3	1	2	88
2304	195.000	92	265	0	2	1	1	65
2305	340.000	6	586	1	4	2	2	215
2306	450.000	1	587	0	3	1	2	115
2308	2.200.000	70	588	2	4	4	4	458
2309	360.000	1	46	0	2	2	1	70
2311	560.000	0	1	0	3	3	2	103
2313	295.000	7	93	0	3	1	2	72
2316	590.000	34	589	0	4	2	2	183
2318	162.500	168	590	2	3	1	2	62
2319	212.700	14	179	0	2	1	1	63
2320	331.148	9	591	0	2	1	2	63
2321	180.000	147	422	1	3	1	2	96
2326	1.259.000	5	214	0	3	3	3	195
2327	230.000	20	36	0	3	1	1	77
2329	780.000	23	273	0	4	4	4	216
2336	4.000.000	5	453	0	5	5	5	612
2338	560.000	1	296	0	4	4	2	136
2340	1.025.600	0	173	0	4	4	3	228
2341	1.150.000	0	153	0	4	4	3	183
2343	189.000	87	253	0	3	1	2	65
2344	1.490.000	58	592	2	4	2	4	300
2345	450.000	2	33	0	3	1	2	95
2347	1.100.000	1	36	0	3	3	3	313
2348	1.400.000	1	254	0	4	4	4	310
2349	320.000	24	593	0	3	3	2	82
2351	1.616.466	23	173	0	4	4	3	223
2352	430.000	1	174	0	3	1	2	101
2353	2.000.000	22	594	2	4	4	4	330
2358	380.000	25	595	0	3	3	1	87
2359	225.000	169	596	1	4	1	6	150
2360	240.000	4	71	0	3	1	1	74
2362	1.147.244	5	61	0	3	3	3	178
2363	340.000	17	597	1	3	1	2	157
2364	420.000	25	413	0	2	2	1	86
2365	1.100.000	0	190	0	3	3	3	190
2366	220.000	160	598	1	3	1	3	101
2367	1.294.256	1	48	0	4	4	3	215
2369	820.000	5	310	0	4	4	4	166
2370	271.000	13	19	0	3	1	2	76
2371	465.000	0	507	0	3	3	2	103
2373	1.200.000	109	599	2	3	3	3	339
2374	550.000	34	387	0	3	3	2	108
2375	340.000	1	50	0	4	4	3	220
2380	480.000	74	600	1	3	1	2	193
2382	720.000	47	259	0	3	3	2	145
2388	2.500.000	102	601	2	4	4	6	474
2389	140.000	85	240	1	2	1	1	60
2390	250.000	15	602	1	3	1	2	178
2391	2.000.000	119	571	2	3	3	3	400
2393	1.300.000	45	36	2	3	3	2	280
2394	490.000	4	603	0	3	1	2	105
2395	180.000	170	604	1	2	1	2	63
2397	1.060.000	0	173	0	3	3	3	170
2398	791.007	1	98	0	3	3	3	140
2403	980.000	5	36	0	4	4	3	174
2407	189.000	0	3	0	2	1	1	58
2408	458.000	171	605	2	3	1	4	126
2409	1.500.000	58	233	2	5	4	4	320
2410	469.000	172	606	1	4	1	3	180
2412	350.000	173	607	0	3	1	2	213
2414	230.000	60	608	1	3	1	3	118
2416	795.000	23	336	0	4	2	2	236
2418	580.000	1	418	0	3	3	2	132
2419	1.490.000	1	48	0	4	4	4	275
2420	370.000	145	465	0	3	1	1	87
2422	2.700.000	58	515	2	5	5	5	900
2424	415.000	2	609	1	3	2	4	160
2425	346.000	1	46	0	2	2	1	70
2428	380.000	23	610	0	2	1	1	82
2430	1.195.000	1	67	0	4	4	3	179
2431	320.000	24	611	0	3	3	2	80
2433	1.946.000	1	67	0	5	4	3	260
2434	220.148	13	612	0	2	1	1	58
2438	380.000	0	118	0	2	2	1	81
2439	320.000	1	613	0	3	1	1	115
2443	880.000	2	614	2	5	3	3	407
2445	188.000	103	615	0	2	1	1	54
2446	185.000	13	20	0	2	1	1	60
2448	280.000	174	201	1	4	1	4	180
2450	185.757	13	575	0	2	1	1	53
2454	1.350.000	1	48	0	4	4	4	209
2455	1.000.000	1	165	0	3	3	3	300
2456	615.000	13	99	2	3	3	2	206
2457	488.000	0	507	0	3	3	2	102
2458	215.000	175	73	2	2	1	2	77
2460	520.000	103	616	1	5	3	4	266
2461	292.767	4	617	0	3	1	1	67
2465	290.000	23	618	0	3	1	1	128
